Date,SO2 (ppb),O3 (ppb),PM 2.5  (μg/m 3 ),NO2 (ppb)
2015/03/10,0.0,0.0,21,0.0
2015/03/10,1.5,21.7,0.0,23.34
2015/03/09,2.1,27.6,0.0,18.82
2015/03/09,0.0,0.0,28,0.0
2015/03/08,0.0,0.0,31,0.0
2015/03/08,2.5,19.6,0.0,21.81
2015/03/07,0.0,0.0,28,0.0
2015/03/07,2.7,16.9,0.0,25.23
2015/03/06,0.0,0.0,26,0.0
2015/03/06,2.9,17.7,0.0,27.96
2015/03/05,0.0,0.0,31,0.0
2015/03/05,3.6,19.7,0.0,25.78
2015/03/04,2.3,19.8,0.0,22.24
2015/03/04,0.0,0.0,31,0.0
2015/03/03,0.0,0.0,53,0.0
2015/03/03,4.7,28.6,0.0,31.31
2015/03/02,4.1,18.2,0.0,28.31
2015/03/02,0.0,0.0,35,0.0
2015/03/01,0.0,0.0,12,0.0
2015/03/01,1.9,19.7,0.0,14.55
2015/02/28,0.0,0.0,22,0.0
2015/02/28,3.6,27.8,0.0,17.21
2015/02/27,0.0,0.0,24,0.0
2015/02/27,2,28.9,0.0,15.38
2015/02/26,0.0,0.0,42,0.0
2015/02/26,2.3,18.4,0.0,20.43
2015/02/25,0.0,0.0,41,0.0
2015/02/25,4.1,19.2,0.0,24.65
2015/02/24,0.0,0.0,20,0.0
2015/02/24,3,20.1,0.0,21.96
2015/02/23,2.5,11.1,0.0,21.89
2015/02/23,0.0,0.0,46,0.0
2015/02/22,0.9,21.3,0.0,17.24
2015/02/22,0.0,0.0,25,0.0
2015/02/21,0.0,0.0,36,0.0
2015/02/21,2,25.4,0.0,16.15
2015/02/20,0.0,0.0,38,0.0
2015/02/20,2.5,28.7,0.0,17.56
2015/02/19,2.3,32.2,0.0,17.71
2015/02/19,0.0,0.0,44,0.0
2015/02/18,0.0,0.0,53,0.0
2015/02/18,2.8,31.1,0.0,20.2
2015/02/17,3,29.1,0.0,29.64
2015/02/17,0.0,0.0,47,0.0
2015/02/16,0.0,0.0,37,0.0
2015/02/16,2.1,30.5,0.0,24.89
2015/02/15,5.6,40.1,0.0,32.16
2015/02/15,0.0,0.0,70,0.0
2015/02/14,4.8,33.9,0.0,37.68
2015/02/14,0.0,0.0,59,0.0
2015/02/13,0.0,0.0,52,0.0
2015/02/13,5,29.7,0.0,34.9
2015/02/12,4.3,30.9,0.0,31.85
2015/02/12,0.0,0.0,49,0.0
2015/02/11,2.9,24.4,0.0,30.23
2015/02/11,0.0,0.0,31,0.0
2015/02/10,2.5,24,0.0,21.95
2015/02/10,0.0,0.0,15,0.0
2015/02/09,1.9,34.5,0.0,11.37
2015/02/09,0.0,0.0,11,0.0
2015/02/08,0.0,0.0,33,0.0
2015/02/08,3.4,40.5,0.0,14.19
2015/02/07,0.0,0.0,45,0.0
2015/02/07,3,20.2,0.0,28.01
2015/02/06,0.0,0.0,46,0.0
2015/02/06,3.3,23.5,0.0,27.96
2015/02/05,3.2,28.6,0.0,17.3
2015/02/05,0.0,0.0,53,0.0
2015/02/04,0.0,0.0,18,0.0
2015/02/04,1.7,23.6,0.0,17.59
2015/02/03,1.8,22,0.0,18.48
2015/02/03,0.0,0.0,18,0.0
2015/02/02,0.0,0.0,28,0.0
2015/02/02,3.3,25.8,0.0,23.61
2015/02/01,0.0,0.0,12,0.0
2015/02/01,1.9,24.3,0.0,18.17
2015/01/31,2.2,24,0.0,17.61
2015/01/31,0.0,0.0,17,0.0
2015/01/30,2.7,20.3,0.0,18.46
2015/01/30,0.0,0.0,13,0.0
2015/01/29,2.1,22.7,0.0,21.92
2015/01/29,0.0,0.0,17,0.0
2015/01/28,0.0,0.0,10,0.0
2015/01/28,2.2,24.1,0.0,21.38
2015/01/27,0.0,0.0,40,0.0
2015/01/27,1.7,15.5,0.0,28.48
2015/01/26,0.0,0.0,48,0.0
2015/01/26,3.1,16.2,0.0,27.27
2015/01/25,0.0,0.0,67,0.0
2015/01/25,3.7,34.4,0.0,28.19
2015/01/24,3.9,31.2,0.0,32.2
2015/01/24,0.0,0.0,59,0.0
2015/01/23,0.0,0.0,48,0.0
2015/01/23,4.4,28.1,0.0,32.4
2015/01/22,3.5,34.3,0.0,22.57
2015/01/22,0.0,0.0,50,0.0
2015/01/21,0.0,0.0,39,0.0
2015/01/21,3.5,31.6,0.0,20.58
2015/01/20,0.0,0.0,65,0.0
2015/01/20,4.3,34.6,0.0,30.42
2015/01/19,3,23.7,0.0,21.83
2015/01/19,0.0,0.0,31,0.0
2015/01/18,0.0,0.0,55,0.0
2015/01/18,2.5,24.7,0.0,20.99
2015/01/17,2.6,31.2,0.0,17.92
2015/01/17,0.0,0.0,47,0.0
2015/01/16,0.0,0.0,26,0.0
2015/01/16,3.7,14.5,0.0,25.78
2015/01/15,2.7,18.6,0.0,22.35
2015/01/15,0.0,0.0,16,0.0
2015/01/14,2.4,23.7,0.0,15.93
2015/01/14,0.0,0.0,7,0.0
2015/01/13,5.2,25.2,0.0,29.66
2015/01/13,0.0,0.0,42,0.0
2015/01/12,4.2,25.4,0.0,33.89
2015/01/12,0.0,0.0,40,0.0
2015/01/11,0.0,0.0,42,0.0
2015/01/11,3,25.7,0.0,27.1
2015/01/10,0.0,0.0,35,0.0
2015/01/10,2.7,23.7,0.0,27.88
2015/01/09,0.0,0.0,32,0.0
2015/01/09,2.5,26.7,0.0,22.62
2015/01/08,2.8,28.7,0.0,18.87
2015/01/08,0.0,0.0,33,0.0
2015/01/07,2.4,20.1,0.0,21.31
2015/01/07,0.0,0.0,33,0.0
2015/01/06,0.0,0.0,48,0.0
2015/01/06,3.7,18.9,0.0,29.89
2015/01/05,0.0,0.0,40,0.0
2015/01/05,3.6,22.1,0.0,32.07
2015/01/04,0.0,0.0,51,0.0
2015/01/04,3.2,23.8,0.0,25.7
2015/01/03,0.0,0.0,56,0.0
2015/01/03,4.6,20.2,0.0,31.88
2015/01/02,2.2,20.5,0.0,25.25
2015/01/02,0.0,0.0,33,0.0
2015/01/01,3.3,24,0.0,20.85
2015/01/01,0.0,0.0,44,0.0
2014/12/31,0.0,0.0,35,0.0
2014/12/31,3.1,21.8,0.0,30.72
2014/12/30,0.0,0.0,48,0.0
2014/12/30,3.4,20.2,0.0,36.13
2014/12/29,3.3,33.6,0.0,23.38
2014/12/29,0.0,0.0,35,0.0
2014/12/28,0.0,0.0,14,0.0
2014/12/28,1.5,23.4,0.0,16.46
2014/12/27,0.0,0.0,17,0.0
2014/12/27,2.1,9.8,0.0,26.95
2014/12/26,2.8,14.6,0.0,27.88
2014/12/26,0.0,0.0,32,0.0
2014/12/25,3.2,10,0.0,33.57
2014/12/25,0.0,0.0,41,0.0
2014/12/24,4.4,21.8,0.0,37.19
2014/12/24,0.0,0.0,64,0.0
2014/12/23,5.2,17.3,0.0,39.47
2014/12/22,4.9,29.4,0.0,21.45
2014/12/22,0.0,0.0,38,0.0
2014/12/21,0.0,0.0,27,0.0
2014/12/21,2.6,20.3,0.0,19.25
2014/12/20,0.0,0.0,25,0.0
2014/12/20,3,20.3,0.0,22.94
2014/12/19,2.7,10.3,0.0,30.11
2014/12/19,0.0,0.0,37,0.0
2014/12/18,0.0,0.0,34,0.0
2014/12/18,2.8,18.4,0.0,26.11
2014/12/17,0.0,0.0,29,0.0
2014/12/17,4.8,26.4,0.0,14.6
2014/12/16,3.5,26.8,0.0,18.34
2014/12/16,0.0,0.0,33,0.0
2014/12/15,0.0,0.0,58,0.0
2014/12/15,3.2,17.6,0.0,29.45
2014/12/14,2.7,24.8,0.0,27.38
2014/12/14,0.0,0.0,58,0.0
2014/12/13,0.0,22.6,0.0,0.0
2014/12/13,0.0,0.0,33,0.0
2014/12/12,0.0,0.0,28,0.0
2014/12/12,1.6,19.9,0.0,16.95
2014/12/11,0.0,0.0,14,0.0
2014/12/11,2,16.6,0.0,20.13
2014/12/10,0.0,0.0,44,0.0
2014/12/10,2,20.4,0.0,22.4
2014/12/09,3.9,21.9,0.0,30.03
2014/12/09,0.0,0.0,41,0.0
2014/12/08,0.0,0.0,28,0.0
2014/12/08,2.2,21.7,0.0,21.64
2014/12/07,0.0,0.0,0.0,0.0
2014/12/06,0.0,0.0,35,0.0
2014/12/06,3.5,24.6,0.0,23.7
2014/12/05,3.5,20.8,0.0,21.05
2014/12/05,0.0,0.0,28,0.0
2014/12/04,0.0,0.0,16,0.0
2014/12/04,2.8,16.6,0.0,20.1
2014/12/03,3.8,15,0.0,27.63
2014/12/03,0.0,0.0,34,0.0
2014/12/02,0.0,0.0,26,0.0
2014/12/02,3.1,16.6,0.0,21.66
2014/12/01,2.5,23.4,0.0,13.91
2014/12/01,0.0,0.0,24,0.0
2014/11/30,0.0,0.0,56,0.0
2014/11/30,3.4,24.4,0.0,19.29
2014/11/29,0.0,0.0,61,0.0
2014/11/29,3.2,30.5,0.0,26.35
2014/11/28,0.0,0.0,50,0.0
2014/11/28,0.0,17.8,0.0,33.21
2014/11/27,0.0,0.0,41,0.0
2014/11/27,0.0,13.4,0.0,34.86
2014/11/26,0.0,0.0,56,0.0
2014/11/26,3.1,25.4,0.0,28.62
2014/11/25,4.2,33.1,0.0,26.8
2014/11/25,0.0,0.0,73,0.0
2014/11/24,0.0,0.0,79,0.0
2014/11/24,3.8,28.9,0.0,24.31
2014/11/23,0.0,0.0,70,0.0
2014/11/23,3.4,34.7,0.0,20.73
2014/11/22,0.0,0.0,48,0.0
2014/11/22,3.1,27.3,0.0,24.18
2014/11/21,0.0,0.0,50,0.0
2014/11/21,3.1,32.6,0.0,25.31
2014/11/20,0.0,0.0,37,0.0
2014/11/20,3.4,20.5,0.0,25.87
2014/11/19,0.0,0.0,38,0.0
2014/11/19,3,31.3,0.0,22.44
2014/11/18,2.7,37.9,0.0,15.54
2014/11/18,0.0,0.0,20,0.0
2014/11/17,0.0,0.0,10,0.0
2014/11/17,2.1,29.7,0.0,15.63
2014/11/16,2,26.4,0.0,14.63
2014/11/16,0.0,0.0,20,0.0
2014/11/15,0.0,0.0,36,0.0
2014/11/15,3.6,9.7,0.0,34.4
2014/11/14,3.7,12.2,0.0,27.37
2014/11/14,0.0,0.0,27,0.0
2014/11/13,3,30.6,0.0,21.1
2014/11/13,0.0,0.0,31,0.0
2014/11/12,5.1,17.6,0.0,24.68
2014/11/12,0.0,0.0,29,0.0
2014/11/11,3.6,27.5,0.0,28.77
2014/11/11,0.0,0.0,38,0.0
2014/11/10,0.0,0.0,22,0.0
2014/11/10,3.1,25.4,0.0,24.42
2014/11/09,0.0,0.0,15,0.0
2014/11/09,2,29.5,0.0,15
2014/11/08,0.0,0.0,50,0.0
2014/11/08,3.4,41.5,0.0,23.75
2014/11/07,3.8,32.6,0.0,27.53
2014/11/07,0.0,0.0,38,0.0
2014/11/06,3.2,34.7,0.0,23.05
2014/11/06,0.0,0.0,36,0.0
2014/11/05,4.3,32.1,0.0,30.08
2014/11/05,0.0,0.0,36,0.0
2014/11/04,0.0,0.0,23,0.0
2014/11/04,2.8,26,0.0,23.33
2014/11/03,2.2,40.8,0.0,12.5
2014/11/03,0.0,0.0,28,0.0
2014/11/02,0.0,0.0,39,0.0
2014/11/02,2.1,32.4,0.0,14.04
2014/11/01,0.0,0.0,81,0.0
2014/11/01,4,42,0.0,24.13
2014/10/31,4.3,40.4,0.0,22.97
2014/10/31,0.0,0.0,89,0.0
2014/10/30,5,42,0.0,25.28
2014/10/30,0.0,0.0,63,0.0
2014/10/29,3.4,38.5,0.0,24.92
2014/10/29,0.0,0.0,47,0.0
2014/10/28,3.4,35.5,0.0,25.79
2014/10/28,0.0,0.0,40,0.0
2014/10/27,3.1,29,0.0,17.92
2014/10/27,0.0,0.0,29,0.0
2014/10/26,3,33.5,0.0,20.37
2014/10/26,0.0,0.0,43,0.0
2014/10/25,0.0,0.0,44,0.0
2014/10/25,3.9,36,0.0,29.47
2014/10/24,0.0,0.0,30,0.0
2014/10/24,3.9,36.2,0.0,25.9
2014/10/23,3,37.3,0.0,16.81
2014/10/23,0.0,0.0,15,0.0
2014/10/22,3.6,31,0.0,20.13
2014/10/22,0.0,0.0,28,0.0
2014/10/21,5.9,31.5,0.0,29.67
2014/10/21,0.0,0.0,42,0.0
2014/10/20,4,44.7,0.0,26.3
2014/10/20,0.0,0.0,45,0.0
2014/10/19,0.0,0.0,49,0.0
2014/10/19,3.7,49.8,0.0,21.62
2014/10/18,0.0,0.0,41,0.0
2014/10/18,3.2,40.8,0.0,23.58
2014/10/17,0.0,0.0,43,0.0
2014/10/17,2.8,41.9,0.0,29.92
2014/10/16,4.9,39.8,0.0,27.52
2014/10/16,0.0,0.0,49,0.0
2014/10/15,0.0,0.0,53,0.0
2014/10/15,4.3,46.6,0.0,28.87
2014/10/14,3.6,41,0.0,25.82
2014/10/14,0.0,0.0,43,0.0
2014/10/13,2.6,39.7,0.0,22.52
2014/10/13,0.0,0.0,30,0.0
2014/10/12,0.0,0.0,21,0.0
2014/10/12,1.8,42.3,0.0,13.15
2014/10/11,0.0,0.0,21,0.0
2014/10/11,2.2,37,0.0,9.25
2014/10/10,2.1,25,0.0,12.27
2014/10/10,0.0,0.0,12,0.0
2014/10/09,2.2,28.6,0.0,18.96
2014/10/09,0.0,0.0,23,0.0
2014/10/08,2.2,36,0.0,18.17
2014/10/08,0.0,0.0,22,0.0
2014/10/07,2.2,44.8,0.0,15.7
2014/10/07,0.0,0.0,27,0.0
2014/10/06,0.0,0.0,25,0.0
2014/10/06,2.3,44,0.0,11.86
2014/10/05,1.1,48.7,0.0,8.74
2014/10/05,0.0,0.0,16,0.0
2014/10/04,0.0,0.0,24,0.0
2014/10/04,2.1,52.5,0.0,8.76
2014/10/03,2.9,40.8,0.0,16.94
2014/10/03,0.0,0.0,28,0.0
2014/10/02,0.0,0.0,30,0.0
2014/10/02,2.6,37.4,0.0,17.68
2014/10/01,0.0,0.0,36,0.0
2014/10/01,3.2,38.3,0.0,16.69
2014/09/30,0.0,0.0,56,0.0
2014/09/30,4.7,41.6,0.0,20.24
2014/09/29,0.0,0.0,60,0.0
2014/09/29,5.2,55.1,0.0,19.65
2014/09/28,0.0,0.0,44,0.0
2014/09/28,3.5,42.9,0.0,14.93
2014/09/27,3,39.1,0.0,17.87
2014/09/27,0.0,0.0,37,0.0
2014/09/26,0.0,0.0,33,0.0
2014/09/26,3.3,33.9,0.0,17.73
2014/09/25,0.0,0.0,22,0.0
2014/09/25,3.1,33.8,0.0,12.59
2014/09/24,0.0,0.0,15,0.0
2014/09/24,2.8,27.2,0.0,11.24
2014/09/23,0.0,0.0,20,0.0
2014/09/23,2.4,34.7,0.0,11.58
2014/09/22,0.0,0.0,13,0.0
2014/09/22,2.4,38.4,0.0,9.4
2014/09/21,1.5,22,0.0,9.16
2014/09/21,0.0,0.0,15,0.0
2014/09/20,0.0,0.0,44,0.0
2014/09/20,3.3,33,0.0,12.08
2014/09/19,0.0,0.0,47,0.0
2014/09/19,6.1,46.3,0.0,17.81
2014/09/18,4,40.6,0.0,15.37
2014/09/18,0.0,0.0,49,0.0
2014/09/17,4.1,32.4,0.0,14.43
2014/09/17,0.0,0.0,31,0.0
2014/09/16,3.4,29,0.0,12.46
2014/09/16,0.0,0.0,24,0.0
2014/09/15,3.2,37.9,0.0,12.94
2014/09/15,0.0,0.0,35,0.0
2014/09/14,2.7,32.4,0.0,10.34
2014/09/14,0.0,0.0,27,0.0
2014/09/13,2.8,19.7,0.0,11.13
2014/09/13,0.0,0.0,15,0.0
2014/09/12,4.5,18.1,0.0,13.05
2014/09/12,0.0,0.0,22,0.0
2014/09/11,0.0,0.0,25,0.0
2014/09/11,3.2,26.1,0.0,15.07
2014/09/10,5.1,16.4,0.0,13.19
2014/09/09,3,21.2,0.0,10.41
2014/09/08,2.9,24.4,0.0,9.51
2014/09/07,3.2,38.2,0.0,8.67
2014/09/06,2.8,37.8,0.0,12.08
2014/09/05,2.2,40.2,0.0,13.2
2014/09/04,3.2,38.8,0.0,11.92
2014/09/03,2.2,22.1,0.0,10.54
2014/09/02,3.2,25.4,0.0,11.34
2014/09/01,3.3,26,0.0,13.62
2014/09/01,0.0,0.0,29,0.0
2014/08/31,0.0,0.0,18,0.0
2014/08/31,2.1,32.3,0.0,8.75
2014/08/30,0.0,0.0,29,0.0
2014/08/30,1.4,35.1,0.0,11.71
2014/08/29,0.0,0.0,37,0.0
2014/08/29,3.3,24,0.0,14.4
2014/08/28,3.1,27.8,0.0,12.91
2014/08/28,0.0,0.0,25,0.0
2014/08/27,2.1,33.1,0.0,10.77
2014/08/27,0.0,0.0,37,0.0
2014/08/26,2.7,27.7,0.0,10.91
2014/08/26,0.0,0.0,25,0.0
2014/08/25,3.4,23.1,0.0,9.14
2014/08/24,0.0,0.0,23,0.0
2014/08/24,3,30.7,0.0,9.27
2014/08/23,0.0,0.0,24,0.0
2014/08/23,4.2,21.8,0.0,12.21
2014/08/22,5.7,24.6,0.0,16.96
2014/08/22,0.0,0.0,29,0.0
2014/08/21,4.8,20.9,0.0,12.57
2014/08/21,0.0,0.0,16,0.0
2014/08/20,0.0,0.0,0.0,0.0
2014/08/19,0.0,0.0,14,0.0
2014/08/19,2.3,21.2,0.0,7.65
2014/08/18,0.0,0.0,16,0.0
2014/08/18,2.8,17.9,0.0,10.29
2014/08/17,0.0,0.0,25,0.0
2014/08/17,2.4,28.4,0.0,6.69
2014/08/16,2.9,29.6,0.0,9.22
2014/08/16,0.0,0.0,24,0.0
2014/08/15,1.6,25.7,0.0,8.09
2014/08/15,0.0,0.0,20,0.0
2014/08/14,1.9,20.1,0.0,8.12
2014/08/14,0.0,0.0,14,0.0
2014/08/13,1.7,20.2,0.0,7.41
2014/08/13,0.0,0.0,12,0.0
2014/08/12,1.5,26.2,0.0,7.45
2014/08/12,0.0,0.0,11,0.0
2014/08/11,0.0,0.0,12,0.0
2014/08/11,2.2,25.6,0.0,8.72
2014/08/10,0.0,0.0,14,0.0
2014/08/10,2.2,21.8,0.0,7.42
2014/08/09,2.6,26.5,0.0,7.78
2014/08/09,0.0,0.0,14,0.0
2014/08/08,1.4,35.5,0.0,7.99
2014/08/08,0.0,0.0,18,0.0
2014/08/07,0.0,0.0,24,0.0
2014/08/07,2.6,32.1,0.0,11.18
2014/08/06,3.9,36.1,0.0,12.53
2014/08/06,0.0,0.0,24,0.0
2014/08/05,2.9,24.1,0.0,13.94
2014/08/05,0.0,0.0,17,0.0
2014/08/04,3.1,33.6,0.0,12.21
2014/08/04,0.0,0.0,16,0.0
2014/08/03,0.0,0.0,20,0.0
2014/08/03,2.2,27.5,0.0,6.02
2014/08/02,2.8,41.1,0.0,7.77
2014/08/02,0.0,0.0,23,0.0
2014/08/01,0.0,0.0,32,0.0
2014/08/01,3.6,48.8,0.0,9.16
2014/07/31,0.0,0.0,21,0.0
2014/07/31,1.9,26.7,0.0,11.82
2014/07/30,0.0,0.0,30,0.0
2014/07/30,2.8,36.6,0.0,10.45
2014/07/29,3.2,40.5,0.0,12.12
2014/07/29,0.0,0.0,24,0.0
2014/07/28,3.6,40.1,0.0,11.21
2014/07/28,0.0,0.0,38,0.0
2014/07/27,2.9,35.8,0.0,8.1
2014/07/27,0.0,0.0,20,0.0
2014/07/26,0.0,0.0,17,0.0
2014/07/26,3.1,29.6,0.0,10
2014/07/25,0.0,0.0,12,0.0
2014/07/25,1.9,23.4,0.0,8.65
2014/07/24,2.8,23.9,0.0,5.77
2014/07/24,0.0,0.0,16,0.0
2014/07/23,0.0,0.0,7,0.0
2014/07/23,2.2,22.9,0.0,3.61
2014/07/22,3.2,53.9,0.0,19.04
2014/07/22,0.0,0.0,46,0.0
2014/07/21,0.0,0.0,31,0.0
2014/07/21,4.6,44,0.0,12.54
2014/07/20,2.5,38.2,0.0,9.13
2014/07/20,0.0,0.0,29,0.0
2014/07/19,0.0,26.3,0.0,12.12
2014/07/19,0.0,0.0,20,0.0
2014/07/18,0.0,0.0,29,0.0
2014/07/18,2.9,35.5,0.0,11.32
2014/07/17,2.4,46.2,0.0,10.86
2014/07/17,0.0,0.0,35,0.0
2014/07/16,0.0,0.0,22,0.0
2014/07/16,2.5,31.4,0.0,11.96
2014/07/15,3.2,20.8,0.0,10.06
2014/07/15,0.0,0.0,20,0.0
2014/07/14,0.0,0.0,5,0.0
2014/07/14,2.2,22.9,0.0,7.94
2014/07/13,0.0,0.0,11,0.0
2014/07/13,2.8,24.5,0.0,7.38
2014/07/12,0.0,0.0,15,0.0
2014/07/12,3.1,26.6,0.0,8.1
2014/07/11,0.0,0.0,11,0.0
2014/07/11,3.9,23.1,0.0,9.56
2014/07/10,0.0,0.0,15,0.0
2014/07/10,3.5,25,0.0,8.93
2014/07/09,1.9,32.1,0.0,8.17
2014/07/09,0.0,0.0,16,0.0
2014/07/08,2.1,24.2,0.0,9.09
2014/07/08,0.0,0.0,12,0.0
2014/07/07,3.1,31,0.0,12.1
2014/07/07,0.0,0.0,19,0.0
2014/07/06,0.0,0.0,22,0.0
2014/07/06,2.4,35.1,0.0,10.52
2014/07/05,0.0,0.0,28,0.0
2014/07/05,2.6,29.4,0.0,13.04
2014/07/04,0.0,0.0,31,0.0
2014/07/04,4.3,23.9,0.0,14.67
2014/07/03,4.1,24.8,0.0,9.95
2014/07/03,0.0,0.0,25,0.0
2014/07/02,0.0,0.0,19,0.0
2014/07/02,3.1,27.3,0.0,8.36
2014/07/01,0.0,0.0,15,0.0
2014/07/01,3.4,26.8,0.0,9.5
2014/06/30,0.0,0.0,11,0.0
2014/06/30,3.3,23.5,0.0,11.92
2014/06/29,0.0,0.0,22,0.0
2014/06/29,2.3,26.8,0.0,9.9
2014/06/28,0.0,0.0,24,0.0
2014/06/28,3.8,23.3,0.0,12.2
2014/06/27,0.0,0.0,16,0.0
2014/06/27,3.2,20.3,0.0,11.59
2014/06/26,0.0,0.0,13,0.0
2014/06/26,3,17.6,0.0,11.2
2014/06/25,3.6,22.7,0.0,8.72
2014/06/25,0.0,0.0,13,0.0
2014/06/24,2.5,25.8,0.0,8.93
2014/06/24,0.0,0.0,14,0.0
2014/06/23,0.0,0.0,13,0.0
2014/06/23,3.6,24.5,0.0,8.84
2014/06/22,0.0,0.0,15,0.0
2014/06/22,2.4,28.1,0.0,7.52
2014/06/21,0.0,0.0,11,0.0
2014/06/21,2.3,23.9,0.0,8.4
2014/06/20,3.1,19.5,0.0,10.9
2014/06/20,0.0,0.0,14,0.0
2014/06/19,1.9,21.8,0.0,9.4
2014/06/19,0.0,0.0,12,0.0
2014/06/18,2.1,20.8,0.0,7.88
2014/06/18,0.0,0.0,12,0.0
2014/06/17,0.0,0.0,10,0.0
2014/06/17,1,24,0.0,7.72
2014/06/16,1.8,28.2,0.0,8.51
2014/06/16,0.0,0.0,12,0.0
2014/06/15,0.0,0.0,26,0.0
2014/06/15,1,24.6,0.0,11.98
2014/06/14,0.0,0.0,21,0.0
2014/06/14,2.2,25,0.0,16.85
2014/06/13,0.0,0.0,27,0.0
2014/06/13,2.2,44.4,0.0,15.22
2014/06/12,3.7,36.2,0.0,19.78
2014/06/12,0.0,0.0,21,0.0
2014/06/11,0.0,0.0,7,0.0
2014/06/11,2.5,29.4,0.0,12.55
2014/06/10,0.9,25.8,0.0,11.05
2014/06/10,0.0,0.0,7,0.0
2014/06/09,0.0,0.0,14,0.0
2014/06/09,0.7,30.4,0.0,11.86
2014/06/08,1.4,25,0.0,11.09
2014/06/08,0.0,0.0,11,0.0
2014/06/07,0.0,0.0,5,0.0
2014/06/07,1.6,21.5,0.0,10.31
2014/06/06,1.7,25.8,0.0,13.78
2014/06/06,0.0,0.0,7,0.0
2014/06/05,0.0,0.0,15,0.0
2014/06/05,1.8,24.8,0.0,10.19
2014/06/04,0.0,0.0,15,0.0
2014/06/04,2.8,36.9,0.0,13.32
2014/06/03,3.3,11.4,0.0,13.51
2014/06/03,0.0,0.0,7,0.0
2014/06/02,0.0,0.0,12,0.0
2014/06/02,2.1,18.7,0.0,6.96
2014/06/01,0.0,0.0,26,0.0
2014/06/01,3,26.3,0.0,12.56
2014/05/31,3.3,23.1,0.0,12.79
2014/05/31,0.0,0.0,21,0.0
2014/05/30,0.0,0.0,15,0.0
2014/05/30,2.6,15.1,0.0,13.45
2014/05/29,2.4,20.9,0.0,15.75
2014/05/29,0.0,0.0,22,0.0
2014/05/28,0.0,0.0,21,0.0
2014/05/28,1.3,30.8,0.0,12.54
2014/05/27,1.8,25.4,0.0,13.22
2014/05/27,0.0,0.0,17,0.0
2014/05/26,0.0,0.0,12,0.0
2014/05/26,1.9,19.5,0.0,7.15
2014/05/25,2.1,25.1,0.0,8.37
2014/05/25,0.0,0.0,14,0.0
2014/05/24,0.0,0.0,16,0.0
2014/05/24,3.7,25.6,0.0,17.4
2014/05/23,3.1,15.1,0.0,21.85
2014/05/23,0.0,0.0,19,0.0
2014/05/22,0.0,0.0,11,0.0
2014/05/22,2.2,10.6,0.0,19.02
2014/05/21,0.0,0.0,11,0.0
2014/05/21,1.7,11.8,0.0,15.75
2014/05/20,3.7,12.4,0.0,11.91
2014/05/20,0.0,0.0,6,0.0
2014/05/19,2.1,6.3,0.0,12.92
2014/05/19,0.0,0.0,5,0.0
2014/05/18,1.9,11.3,0.0,10.19
2014/05/18,0.0,0.0,8,0.0
2014/05/17,2.5,19.4,0.0,9.51
2014/05/17,0.0,0.0,10,0.0
2014/05/16,0.0,0.0,11,0.0
2014/05/16,2.4,22.7,0.0,12.38
2014/05/15,0.0,0.0,6,0.0
2014/05/15,2.9,14.3,0.0,12.26
2014/05/14,2.2,14.7,0.0,9.7
2014/05/14,0.0,0.0,8,0.0
2014/05/13,0.0,0.0,8,0.0
2014/05/13,2.6,10.3,0.0,12.92
2014/05/12,2.7,14.2,0.0,10.7
2014/05/12,0.0,0.0,8,0.0
2014/05/11,2.7,20.6,0.0,13.78
2014/05/11,0.0,0.0,11,0.0
2014/05/10,2.6,23.2,0.0,19.79
2014/05/10,0.0,0.0,16,0.0
2014/05/09,3.5,14.2,0.0,34.2
2014/05/09,0.0,0.0,34,0.0
2014/05/08,3.3,18.9,0.0,28.03
2014/05/08,0.0,0.0,22,0.0
2014/05/07,0.0,0.0,23,0.0
2014/05/07,4,13,0.0,32.22
2014/05/06,1.8,20.9,0.0,29.01
2014/05/06,0.0,0.0,19,0.0
2014/05/05,0.0,0.0,11,0.0
2014/05/05,2.3,36.9,0.0,13.96
2014/05/04,0.0,0.0,21,0.0
2014/05/04,3.7,37.3,0.0,12.72
2014/05/03,4.6,36.4,0.0,22.44
2014/05/03,0.0,0.0,23,0.0
2014/05/02,0.0,0.0,21,0.0
2014/05/02,2.6,34.6,0.0,21.74
2014/05/01,0.0,0.0,29,0.0
2014/05/01,2.2,27.4,0.0,26.09
2014/04/30,0.0,0.0,50,0.0
2014/04/30,6.4,31.6,0.0,29.58
2014/04/29,0.0,0.0,40,0.0
2014/04/29,5.5,37,0.0,27.48
2014/04/28,0.0,0.0,23,0.0
2014/04/28,3.5,36.3,0.0,20.54
2014/04/27,0.0,0.0,21,0.0
2014/04/27,4.6,25.6,0.0,18.59
2014/04/26,0.0,0.0,39,0.0
2014/04/26,3.7,21.2,0.0,23.91
2014/04/25,3.7,30.1,0.0,24.58
2014/04/25,0.0,0.0,43,0.0
2014/04/24,5,30.8,0.0,26.93
2014/04/24,0.0,0.0,38,0.0
2014/04/23,0.0,0.0,26,0.0
2014/04/23,2.7,34.3,0.0,23.16
2014/04/22,0.0,0.0,30,0.0
2014/04/22,3.5,25.6,0.0,19.18
2014/04/21,0.0,0.0,30,0.0
2014/04/21,6.2,28.7,0.0,25.2
2014/04/20,3.5,26.3,0.0,16.95
2014/04/20,0.0,0.0,28,0.0
2014/04/19,3,28,0.0,15.55
2014/04/19,0.0,0.0,29,0.0
