Date,SO2 (ppb),O3 (ppb),PM 2.5  (μg/m 3 ),NO2 (ppb)
2010/12/14,2.8,11.5,40,27.77
2010/12/13,5.8,18.7,71,39.5
2010/12/12,3.7,22.7,56,27.77
2010/12/11,5.1,15.2,59,39.67
2010/12/10,4,29.3,59,34.86
2010/12/09,4,24.3,58,33.89
2010/12/08,3.6,30.6,49,21.94
2010/12/07,4.6,34.3,53,18.67
2010/12/06,3.5,32.1,41,21.91
2010/12/05,3.4,19.4,62,27.79
2010/12/04,6,22.7,83,39.22
2010/12/03,2.6,19.5,51,27.25
2010/12/02,4,18.7,47,29.48
2010/12/01,3.2,21.3,37,29.81
2010/11/30,2.2,24.7,29,21.53
2010/11/29,3.1,25.1,61,21.63
2010/11/28,3,30.9,80,25.62
2010/11/27,3.8,26.7,62,29.15
2010/11/26,3.6,23.4,37,25.88
2010/11/25,1.8,23.6,18,15.35
2010/11/24,2.4,16.5,26,21.69
2010/11/23,1.9,22,33,16.44
2010/11/22,2.8,20.2,42,17.8
2010/11/21,3.1,22.9,57,19.97
2010/11/20,2.9,22.7,33,21.76
2010/11/19,2.9,16.8,22,19.35
2010/11/18,3.5,18.9,31,25.5
2010/11/17,3,11.5,21,24.81
2010/11/16,2.5,19.5,20,23.32
2010/11/15,2,20.3,19,18.87
2010/11/14,2.8,6.9,27,24
2010/11/13,2.9,5.2,39,29.48
2010/11/12,2.8,31.9,72,30.28
2010/11/11,5.1,15.2,63,35.19
2010/11/10,4,20,59,33.27
2010/11/09,3.9,31.7,70,23.73
2010/11/08,2.9,36.1,48,18.91
2010/11/07,1.9,22.2,27,16.86
2010/11/06,2.3,15.4,29,22.85
2010/11/05,3.2,11.4,31,26.31
2010/11/04,2.3,15.8,37,29.89
2010/11/03,2.7,25.1,54,26.53
2010/11/02,3.7,27.6,56,28.73
2010/11/01,2.9,28,35,23.8
2010/10/31,1.9,34.9,25,11.24
2010/10/30,1.9,35,32,13.45
2010/10/29,2,33.4,33,12.76
2010/10/28,1.8,28.7,19,15.09
2010/10/27,1.8,31.2,11,11.45
2010/10/26,1.8,32.3,13,12.74
2010/10/25,2.4,28,44,17.85
2010/10/24,3.2,28.4,46,16.41
2010/10/23,2.7,18.6,32,20.54
2010/10/22,2.4,18.1,25,23.4
2010/10/21,1.4,21.8,11,18.52
2010/10/20,1.9,14.1,19,15.76
2010/10/19,2.7,16.1,30,20.61
2010/10/18,2.7,41.8,39,21.87
2010/10/17,2.9,30.9,51,24.61
2010/10/16,1.9,32.8,39,25.03
2010/10/15,2.4,29.1,27,18.8
2010/10/14,4.6,33,64,23.02
2010/10/13,4.4,36.9,65,22.35
2010/10/12,4.7,25.8,39,22.64
2010/10/11,4.6,19.4,41,26.88
2010/10/10,3.7,30.1,37,23.48
2010/10/09,3.2,43,27,21.76
2010/10/08,3,0.0,42,23.18
2010/10/07,4.8,40.3,67,25.81
2010/10/06,5.2,19.8,56,41.27
2010/10/05,3.1,30.4,52,29.22
2010/10/04,2.9,45.3,53,18.76
2010/10/03,3.3,32.3,48,15.83
2010/10/02,4.8,38.4,46,18.65
2010/10/01,3.7,31.5,36,24.84
2010/09/30,3.8,34.1,35,22.57
2010/09/29,3.7,41.4,49,18.95
2010/09/28,2.4,38.1,52,21.87
2010/09/27,3.6,29,42,20.4
2010/09/26,2.6,39.3,41,15.16
2010/09/25,1.7,30.7,30,18.53
2010/09/24,3.8,26.3,41,23.76
2010/09/23,3.3,31.8,36,19.25
2010/09/22,2.3,18.7,22,14.31
2010/09/21,2,37.4,27,18.51
2010/09/20,2.9,18.4,15,19.17
2010/09/19,1.1,20.8,12,10.18
2010/09/18,2.5,22.3,29,18.76
2010/09/17,3,40.9,45,18.04
2010/09/16,3,31.2,40,18.91
2010/09/15,3.4,31.4,35,18.92
2010/09/14,3.2,24.9,32,21.92
2010/09/13,2.7,20.4,17,17.75
2010/09/12,3.4,24.3,17,14.79
2010/09/11,2,23.4,14,13.88
2010/09/10,1.6,19.3,16,12.48
2010/09/09,3.7,19,19,19.77
2010/09/08,1.9,31.7,32,17.2
2010/09/07,3.6,30,35,18.06
2010/09/06,3.3,26.6,28,19.65
2010/09/05,3.3,25.8,24,15.37
2010/09/04,1.9,26.6,24,16.07
2010/09/03,1.9,29.1,17,13.65
2010/09/02,2.7,26.1,19,16.83
2010/09/01,3.2,13.2,18,18.13
2010/08/31,2.3,17.7,31,17.77
2010/08/30,1.8,30.1,27,13.58
2010/08/29,1.6,39.3,24,11.31
2010/08/28,3.3,37.7,38,14.6
2010/08/27,3.3,27.2,30,15.28
2010/08/26,3.4,33.9,25,14.45
2010/08/25,2.9,33,19,11.79
2010/08/24,2.9,32,25,13.19
2010/08/23,3.3,31.3,37,15.19
2010/08/22,2.5,32.3,38,15.73
2010/08/21,4.6,49.8,53,17.56
2010/08/20,5.6,35,40,21.76
2010/08/19,6.5,25.3,0.0,23.41
2010/08/18,2.7,21.6,0.0,15.93
2010/08/17,3,24.6,1,13.01
2010/08/16,2.6,20.6,0.0,9.88
2010/08/15,2.9,18,0.0,8.94
2010/08/14,0.0,0.0,0.0,0.0
2010/08/11,0.0,0.0,0.0,0.0
2010/08/10,0,2.6,0.0,0.0
2010/08/09,0,2.6,0.0,0.0
2010/08/08,0,2.6,0.0,0.0
2010/08/07,0,2.6,0.0,0.0
2010/08/06,0.0,0.0,0.0,0.0
2010/08/05,0.0,0.0,0.0,0.0
2010/08/04,4.2,41.2,41,16.6
2010/08/03,4.2,33.7,21,10.62
2010/08/02,2.1,25.8,20,10.54
2010/08/01,2.9,22.1,18,9.88
2010/07/31,3.1,24,17,11.06
2010/07/30,2.3,14.3,15,12.38
2010/07/29,2.2,18.6,12,11.73
2010/07/28,3.5,11.7,8,10.7
2010/07/27,2.4,10.9,10,9.73
2010/07/26,3.2,18.5,17,13.04
2010/07/25,2.6,20.5,16,12.59
2010/07/24,2.4,24.4,29,12.85
2010/07/23,3.6,31.2,30,16.57
2010/07/22,2.6,27.7,18,14.37
2010/07/21,3,32.1,20,11.9
2010/07/20,2.8,35.8,24,12.64
2010/07/19,2.5,40.6,26,10.74
2010/07/18,3,30.5,21,9.8
2010/07/17,2,29.9,23,12.07
2010/07/16,1.8,40.8,29,11.29
2010/07/15,2.9,33.6,20,13.36
2010/07/14,1.8,18.9,14,14.41
2010/07/13,2.2,19,16,12.01
2010/07/12,3.2,17.1,24,13.11
2010/07/11,2.8,21.8,25,7.22
2010/07/10,2.8,22.2,20,7.54
2010/07/09,3.1,19.5,24,10.5
2010/07/08,3.2,21.6,24,9.74
2010/07/07,3.2,17.9,24,10.5
2010/07/06,2.7,21.1,24,9.64
2010/07/05,2.4,26.6,32,8.47
2010/07/04,2.5,24.1,32,7.53
2010/07/03,2.1,23.6,25,8.27
2010/07/02,2.8,19.9,31,11.08
2010/07/01,3.2,19.4,21,11.24
2010/06/30,2.3,22.1,18,12.35
2010/06/29,2.3,17.5,17,12.72
2010/06/28,2.6,16.3,16,13.46
2010/06/27,2.4,16.5,16,11.83
2010/06/26,3.1,12.2,17,12.11
2010/06/25,3.8,6.7,9,13.49
2010/06/24,3.7,9.8,12,11.79
2010/06/23,3.8,14.4,16,11.26
2010/06/22,1.8,23.6,18,9.09
2010/06/21,2.7,16.8,24,10.8
2010/06/20,2.7,17.3,22,10.04
2010/06/19,2.2,14.6,18,10.23
2010/06/18,2.7,13.6,14,9.05
2010/06/17,2.5,15.2,15,9.79
2010/06/16,2.7,11.9,16,9.47
2010/06/15,3.8,4,16,14.04
2010/06/14,3.8,8.4,14,15.08
2010/06/13,2.1,13.6,14,12.36
2010/06/12,2.3,20.2,32,18.4
2010/06/11,2.8,17.6,17,15.92
2010/06/10,3.3,19.1,23,14.89
2010/06/09,4.4,36.3,40,17.25
2010/06/08,4.7,35,39,23.49
2010/06/07,2.7,26.3,25,21.44
2010/06/06,2.3,26.6,18,16.64
2010/06/05,1.7,26.1,16,16.26
2010/06/04,2.9,24.3,26,21.23
2010/06/03,2.6,11.2,21,26.8
2010/06/02,2.8,19.4,33,24.27
2010/06/01,4.2,30.5,42,31
2010/05/31,4,31.7,28,23.76
2010/05/30,3.6,18.5,28,21.95
2010/05/29,2.7,36,28,16.74
2010/05/28,3.8,26.6,55,25.99
2010/05/27,5.7,38.2,56,28.13
2010/05/26,4.5,49.9,40,21.7
2010/05/25,3.8,45.8,37,22.08
2010/05/24,3.4,38.9,26,23.43
2010/05/23,1.6,18.2,12,8.2
2010/05/22,2.6,17.1,23,9.4
2010/05/21,2.5,23.2,25,14.33
2010/05/20,3.4,13.9,28,14.69
2010/05/19,3,16.3,23,13.83
2010/05/18,5.3,32.3,38,16.76
2010/05/17,6.7,37.2,40,24.53
2010/05/16,1.5,30.2,30,17.38
2010/05/15,3.4,22.1,38,27.89
2010/05/14,1.8,40.3,39,20.52
2010/05/13,4.5,28.7,41,25.84
2010/05/12,5.2,37.3,46,28.65
2010/05/11,3,34.9,45,30.58
2010/05/10,3,28.8,28,18.71
2010/05/09,2.9,19.4,35,13.89
2010/05/08,6.2,28.6,53,28.4
2010/05/07,4.4,10,26,21.79
2010/05/06,4.1,12.4,27,19.11
2010/05/05,4.9,30.6,29,17.75
2010/05/04,3.8,38.7,49,17.25
2010/05/03,5.6,50,61,23.42
2010/05/02,4.1,38.2,51,21.92
2010/05/01,4.4,31.8,43,25.85
2010/04/30,2.2,38,33,23.39
2010/04/29,3.9,32.2,55,28.5
2010/04/28,4.4,16,50,31.05
2010/04/27,4.2,19.8,42,36.69
2010/04/26,3.7,40.8,48,23.61
2010/04/25,3.5,41.3,49,27.15
2010/04/24,3,11.8,38,34.63
2010/04/23,1.6,16.1,18,27.22
2010/04/22,4,23.6,24,15.26
2010/04/21,3.2,29.2,26,17.71
2010/04/20,3.5,23.1,41,19.28
2010/04/19,6,29.9,52,28.95
2010/04/18,2.9,25.7,45,25.6
2010/04/17,3.9,25.7,34,30.2
2010/04/16,2.6,23.8,19,24.36
2010/04/15,2.8,17.6,16,22.48
2010/04/14,2.2,36.1,22,19.52
2010/04/13,3,22.9,30,23.25
2010/04/12,3.9,15.7,36,18.73
2010/04/11,3.4,31.4,49,24.74
2010/04/10,4.9,29.3,48,29.8
2010/04/09,2.6,32.3,30,31.15
2010/04/08,2.4,15.4,27,29.22
2010/04/07,2,29.3,22,18.49
2010/04/06,3.8,9,83,32.88
2010/04/05,3,9.9,62,31.62
2010/04/04,1.6,27.5,43,22.5
2010/04/03,3.3,17.8,28,26.68
2010/04/02,3.3,24.6,31,21.65
2010/04/01,4.7,45.4,58,20.06
2010/03/31,4,33.9,52,26.35
2010/03/30,5.4,29.4,51,28.73
2010/03/29,3.9,31.5,43,28.06
2010/03/28,2.5,28.4,32,19.15
2010/03/27,2.3,26.7,0.0,26.05
2010/03/26,2.7,30.6,0.0,19.57
2010/03/25,1.8,20.7,20,18.31
2010/03/24,4.1,25.2,50,22.07
2010/03/23,4.3,31.3,53,18.96
2010/03/22,3.6,22.1,110,26.48
2010/03/21,2.8,24.1,102,22.17
2010/03/20,3.4,25.4,49,19.2
2010/03/19,5.1,27.4,63,29.28
2010/03/18,3.7,25.1,52,32.6
2010/03/17,5.6,11.7,63,37.02
2010/03/16,1.7,15.5,38,23.12
2010/03/15,3.7,18.2,50,18.61
2010/03/14,4.9,35.8,54,20.52
2010/03/13,3.5,16.9,49,34.11
2010/03/12,4.9,16.9,57,41.22
2010/03/11,4.1,24.6,47,35.17
2010/03/10,3.5,27.4,44,22.13
2010/03/09,1.8,25.6,13,16.63
2010/03/08,2.9,15,23,26.85
2010/03/07,2.1,18.3,28,18.67
2010/03/06,3.6,27.3,44,19.94
2010/03/05,3.1,22.5,51,20.67
2010/03/04,4.7,24.5,57,23.32
2010/03/03,3.1,24.1,74,30.94
2010/03/02,3.6,19.5,57,28.99
2010/03/01,6,29.3,71,25.36
2010/02/28,5.1,27,65,24.35
2010/02/27,3.6,15.1,34,15.06
2010/02/26,2.9,11.3,37,13.39
2010/02/25,4.4,11.4,59,36.15
2010/02/24,3.8,33,52,28.12
2010/02/23,5.4,16.5,49,36.2
2010/02/22,5.6,3.6,90,39.85
2010/02/21,3.2,18.7,47,25.93
2010/02/20,3.6,22.1,28,26.34
2010/02/19,1.7,13.9,17,29.48
2010/02/18,0.7,23.3,16,17.8
2010/02/17,1.5,22,10,19.21
2010/02/16,1.5,22.6,12,16.72
2010/02/15,1.8,18.3,16,17.88
2010/02/14,1.5,20.7,27,21.16
2010/02/13,2.2,8,23,24.34
2010/02/12,2.7,6.8,18,21.42
2010/02/11,3,19.7,28,18.51
2010/02/10,4.4,19.9,50,22.64
2010/02/09,6.7,23.8,70,36.57
2010/02/08,5.6,15,59,40.39
2010/02/07,3.4,13.1,34,28.58
2010/02/06,4.3,6.8,34,33.25
2010/02/05,3.5,16,30,27.38
2010/02/04,1.2,20.5,29,25.63
2010/02/03,2.9,16.1,35,27.7
2010/02/02,4.5,14.3,57,32.45
2010/02/01,4.1,19.9,59,28.82
2010/01/31,5,31.7,75,26.67
2010/01/30,4.3,21.4,51,36.62
2010/01/29,4.2,24.4,36,28.24
2010/01/28,5.9,18.8,42,30.08
2010/01/27,6.1,19.8,52,34.96
2010/01/26,4.8,18.5,46,32.1
2010/01/25,3.9,8.8,38,28.44
2010/01/24,3.1,9.7,36,26.56
2010/01/23,2.9,12.4,20,24.61
2010/01/22,2.7,10.9,16,24.32
2010/01/21,4.4,20.3,52,30.83
2010/01/20,5.3,31.3,58,34.09
2010/01/19,4.5,17.9,49,36.03
2010/01/18,3.3,17.3,46,26.84
2010/01/17,2.1,22.3,48,25.55
2010/01/16,4.2,24,64,30.17
2010/01/15,6,19,63,33.35
2010/01/14,4.2,17,50,34.21
2010/01/13,3.2,16.6,36,24.83
2010/01/12,3.2,9.9,23,20.29
2010/01/11,2.3,12.3,29,19.79
2010/01/10,2.7,19.5,33,17.82
2010/01/09,2.6,18.9,30,20.3
2010/01/08,2.4,8,19,25.52
2010/01/07,2.4,9.6,17,24.41
2010/01/06,2,5.6,21,25.52
2010/01/05,3.5,12.8,47,25.71
2010/01/04,4.4,16.2,88,31.18
2010/01/03,1.9,19.4,29,20.43
2010/01/02,2.8,14.2,42,26.19
2010/01/01,4.1,12.2,44,29.27
,,,,
,,,,
